date,episode_id,gate,area,status,source_path,notes
2026-06-08,s01e04-bookstore-afternoon-longplay,gate_4_upload,release_gate,private_video_and_thumbnail_upload_completed,channel/episodes/s01e04-bookstore-afternoon-longplay/reviews/release-decision-plan.md,"Private video upload and thumbnail set completed; public release remains blocked"
2026-06-05,s01e04-bookstore-afternoon-longplay,gate_1_source,source_packet,locked,channel/episodes/s01e04-bookstore-afternoon-longplay/source/suno-tracks/,Gate 1 reset: songs renamed to short aesthetic titles; progress reverted to source-locked state
2026-06-07,s01e04-bookstore-afternoon-longplay,gate_2_intake,audio_candidates,pass,channel/episodes/s01e04-bookstore-afternoon-longplay/reviews/audio-candidate-intake.md,"Reopened and verified Gate 2: 13 selected c01 + 13 c02 pool WAV files for Tracks 1-13."
2026-06-07,s01e04-bookstore-afternoon-longplay,gate_2_intake,visual_candidates,pass,channel/episodes/s01e04-bookstore-afternoon-longplay/reviews/visual-candidate-intake.md,"Reopened and verified Gate 2: vis-c01 selected for local preview."
2026-06-08,s01e04-bookstore-afternoon-longplay,gate_3_render,subtitles,track_aligned_episode_source_srt_promoted,channel/episodes/s01e04-bookstore-afternoon-longplay/subtitles/s01e04-bookstore-afternoon-longplay.en.srt,"Track 3 replacement completed with aligned source-sidecar promotion to `subtitles/s01e04-bookstore-afternoon-longplay.en.srt/.vtt`"
2026-06-08,s01e04-bookstore-afternoon-longplay,gate_3_render,render_export_plan,local_render_01_recut_after_track3_change,channel/episodes/s01e04-bookstore-afternoon-longplay/reviews/release-precheck.md,"Local render-01 regenerated after track 3 replacement and reviewed for decode stability"
2026-06-08,s01e04-bookstore-afternoon-longplay,gate_3_render,subtitles,all_tracks_source_sidecar_promoted,channel/episodes/s01e04-bookstore-afternoon-longplay/reviews/subtitles-audit-all-tracks.md,"All track draft-01 JSONs promoted to final source sidecars via single batch command; zero overlap found; long lead-ins retained as expected by musical structure."
2026-06-05,s01e04-bookstore-afternoon-longplay,gate_4_upload,release_planning,upload_route_prepared,channel/episodes/s01e04-bookstore-afternoon-longplay/reviews/release-decision-plan.md,"Private API upload route and metadata package prepared."
2026-06-08,s01e04-bookstore-afternoon-longplay,gate_4_upload,release_planning,upload_route_executed,channel/episodes/s01e04-bookstore-afternoon-longplay/reviews/release-decision-plan.md,"Private API upload route executed; see D005/OMjvEEAIFSU."
2026-06-08,s01e04-bookstore-afternoon-longplay,release_gate_public_release_completed,youtube_public_release,manual_public_release_completed,channel/episodes/s01e04-bookstore-afternoon-longplay/manifest.json,"Video OMjvEEAIFSU observed public and processed in API; public playback/metadata/thumbnail verified. Captions, playlist, analytics, and governance actions remain pending explicit gates."
2026-06-08,s01e04-bookstore-afternoon-longplay,release_gate_public_release_completed,youtube_public_release,manual_public_release_completed_with_comment_thread,channel/episodes/s01e04-bookstore-afternoon-longplay/manifest.json,"Video ID OMjvEEAIFSU observed public, comment thread posted (Id: UgxiFerr9ZjOvuUC7od4AaABAg), pinning remains manual."
2026-06-08,s01e04-bookstore-afternoon-longplay,release_gate_public_release_completed,youtube_public_release,manual_public_release_completed_with_comment_thread_repost,channel/episodes/s01e04-bookstore-afternoon-longplay/manifest.json,"Video OMjvEEAIFSU public. Top-level comment posted again via API, new thread ID UgxE0B311LZs6GvMiEN4AaABAg.")
